"macro_name","body"
"_GLIBCXX_USE_REALPATH","#define _GLIBCXX_USE_REALPATH 1"
"_GLIBCXX_USE_RANDOM_TR1","#define _GLIBCXX_USE_RANDOM_TR1 1"
"_GLIBCXX_USE_PTHREAD_RWLOCK_T","#define _GLIBCXX_USE_PTHREAD_RWLOCK_T 1"
"_GLIBCXX_USE_PTHREAD_RWLOCK_CLOCKLOCK","#define _GLIBCXX_USE_PTHREAD_RWLOCK_CLOCKLOCK 1"
"_GLIBCXX_USE_PTHREAD_MUTEX_CLOCKLOCK","#define _GLIBCXX_USE_PTHREAD_MUTEX_CLOCKLOCK 1"
"_GLIBCXX_USE_PTHREAD_COND_CLOCKWAIT","#define _GLIBCXX_USE_PTHREAD_COND_CLOCKWAIT 1"
"_GLIBCXX_USE_NLS","#define _GLIBCXX_USE_NLS 1"
"_GLIBCXX_USE_NANOSLEEP","#define _GLIBCXX_USE_NANOSLEEP 1"
"_GLIBCXX_USE_MKDIR","#define _GLIBCXX_USE_MKDIR 1"
"_GLIBCXX_USE_LSTAT","#define _GLIBCXX_USE_LSTAT 1"
"_GLIBCXX_USE_LONG_LONG","#define _GLIBCXX_USE_LONG_LONG 1"
"_GLIBCXX_USE_LFS","#define _GLIBCXX_USE_LFS 1"
"_GLIBCXX_USE_INIT_PRIORITY_ATTRIBUTE","#define _GLIBCXX_USE_INIT_PRIORITY_ATTRIBUTE 1"
"_GLIBCXX_USE_GET_NPROCS","#define _GLIBCXX_USE_GET_NPROCS 1"
"_GLIBCXX_USE_GETTIMEOFDAY","#define _GLIBCXX_USE_GETTIMEOFDAY 1"
"_GLIBCXX_USE_GETCWD","#define _GLIBCXX_USE_GETCWD 1"
"_GLIBCXX_USE_FSEEKO_FTELLO","#define _GLIBCXX_USE_FSEEKO_FTELLO 1"
"_GLIBCXX_USE_FCHMODAT","#define _GLIBCXX_USE_FCHMODAT 1"
"_GLIBCXX_USE_FCHMOD","#define _GLIBCXX_USE_FCHMOD 1"
"_GLIBCXX_USE_DEV_RANDOM","#define _GLIBCXX_USE_DEV_RANDOM 1"
"_GLIBCXX_USE_DECIMAL_FLOAT","#define _GLIBCXX_USE_DECIMAL_FLOAT 1"
"_GLIBCXX_USE_CLOCK_REALTIME","#define _GLIBCXX_USE_CLOCK_REALTIME 1"
"_GLIBCXX_USE_CLOCK_MONOTONIC","#define _GLIBCXX_USE_CLOCK_MONOTONIC 1"
"_GLIBCXX_USE_CHMOD","#define _GLIBCXX_USE_CHMOD 1"
"_GLIBCXX_USE_CHDIR","#define _GLIBCXX_USE_CHDIR 1"
"_GLIBCXX_USE_C99_STDINT_TR1","#define _GLIBCXX_USE_C99_STDINT_TR1 1"
"_GLIBCXX_USE_C99_MATH_TR1","#define _GLIBCXX_USE_C99_MATH_TR1 1"
"_GLIBCXX_USE_C99_INTTYPES_WCHAR_T_TR1","#define _GLIBCXX_USE_C99_INTTYPES_WCHAR_T_TR1 1"
"_GLIBCXX_USE_C99_INTTYPES_TR1","#define _GLIBCXX_USE_C99_INTTYPES_TR1 1"
"_GLIBCXX_USE_C99_FENV_TR1","#define _GLIBCXX_USE_C99_FENV_TR1 1"
"_GLIBCXX_USE_C99_CTYPE_TR1","#define _GLIBCXX_USE_C99_CTYPE_TR1 1"
"_GLIBCXX_USE_C99_COMPLEX_TR1","#define _GLIBCXX_USE_C99_COMPLEX_TR1 1"
"_GLIBCXX_USE_C99","#define _GLIBCXX_USE_C99 1"
"_GLIBCXX_USE_C11_UCHAR_CXX11","#define _GLIBCXX_USE_C11_UCHAR_CXX11 1"
"_GLIBCXX_SYMVER_GNU","#define _GLIBCXX_SYMVER_GNU 1"
"_GLIBCXX_SYMVER","#define _GLIBCXX_SYMVER 1"
"_GLIBCXX_STDIO_SEEK_END","#define _GLIBCXX_STDIO_SEEK_END 2"
"_GLIBCXX_STDIO_SEEK_CUR","#define _GLIBCXX_STDIO_SEEK_CUR 1"
"_GLIBCXX_STDIO_EOF","#define _GLIBCXX_STDIO_EOF -1"
"_GLIBCXX_STATIC_TZDATA","#define _GLIBCXX_STATIC_TZDATA 1"
"_GLIBCXX_RES_LIMITS","#define _GLIBCXX_RES_LIMITS 1"
"_GLIBCXX_MANGLE_SIZE_T","#define _GLIBCXX_MANGLE_SIZE_T m"
"_GLIBCXX_HOSTED","#define _GLIBCXX_HOSTED __STDC_HOSTED__"
"_GLIBCXX_HAS_GTHREADS","#define _GLIBCXX_HAS_GTHREADS 1"
"_GLIBCXX_FULLY_DYNAMIC_STRING","#define _GLIBCXX_FULLY_DYNAMIC_STRING 0"
"_GLIBCXX_CAN_ALIGNAS_DESTRUCTIVE_SIZE","#define _GLIBCXX_CAN_ALIGNAS_DESTRUCTIVE_SIZE 1"
"_GLIBCXX_ATOMIC_BUILTINS","#define _GLIBCXX_ATOMIC_BUILTINS 1"
"_GLIBCXX98_USE_C99_WCHAR","#define _GLIBCXX98_USE_C99_WCHAR 1"
"_GLIBCXX98_USE_C99_STDLIB","#define _GLIBCXX98_USE_C99_STDLIB 1"
"_GLIBCXX98_USE_C99_STDIO","#define _GLIBCXX98_USE_C99_STDIO 1"
"_GLIBCXX98_USE_C99_MATH","#define _GLIBCXX98_USE_C99_MATH 1"
"_GLIBCXX98_USE_C99_COMPLEX","#define _GLIBCXX98_USE_C99_COMPLEX 1"
"_GLIBCXX11_USE_C99_WCHAR","#define _GLIBCXX11_USE_C99_WCHAR 1"
"_GLIBCXX11_USE_C99_STDLIB","#define _GLIBCXX11_USE_C99_STDLIB 1"
"_GLIBCXX11_USE_C99_STDIO","#define _GLIBCXX11_USE_C99_STDIO 1"
"_GLIBCXX11_USE_C99_MATH","#define _GLIBCXX11_USE_C99_MATH 1"
"_GLIBCXX11_USE_C99_COMPLEX","#define _GLIBCXX11_USE_C99_COMPLEX 1"
"_GLIBCXX_DARWIN_USE_64_BIT_INODE","#define _GLIBCXX_DARWIN_USE_64_BIT_INODE 1"
"_GLIBCXX_STDC_HEADERS","#define _GLIBCXX_STDC_HEADERS 1"
"_GLIBCXX_PACKAGE__GLIBCXX_VERSION","#define _GLIBCXX_PACKAGE__GLIBCXX_VERSION ""version-unused"""
"_GLIBCXX_PACKAGE_URL","#define _GLIBCXX_PACKAGE_URL """""
"_GLIBCXX_PACKAGE_TARNAME","#define _GLIBCXX_PACKAGE_TARNAME ""libstdc++"""
"_GLIBCXX_PACKAGE_STRING","#define _GLIBCXX_PACKAGE_STRING ""package-unused version-unused"""
"_GLIBCXX_PACKAGE_NAME","#define _GLIBCXX_PACKAGE_NAME ""package-unused"""
"_GLIBCXX_PACKAGE_BUGREPORT","#define _GLIBCXX_PACKAGE_BUGREPORT """""
"_GLIBCXX_LT_OBJDIR","#define _GLIBCXX_LT_OBJDIR "".libs/"""
"_GLIBCXX_ICONV_CONST","#define _GLIBCXX_ICONV_CONST "
"_GLIBCXX_HAVE___CXA_THREAD_ATEXIT_IMPL","#define _GLIBCXX_HAVE___CXA_THREAD_ATEXIT_IMPL 1"
"_GLIBCXX_HAVE_WRITEV","#define _GLIBCXX_HAVE_WRITEV 1"
"_GLIBCXX_HAVE_WCTYPE_H","#define _GLIBCXX_HAVE_WCTYPE_H 1"
"_GLIBCXX_HAVE_WCSTOF","#define _GLIBCXX_HAVE_WCSTOF 1"
"_GLIBCXX_HAVE_WCHAR_H","#define _GLIBCXX_HAVE_WCHAR_H 1"
"_GLIBCXX_HAVE_VWSCANF","#define _GLIBCXX_HAVE_VWSCANF 1"
"_GLIBCXX_HAVE_VSWSCANF","#define _GLIBCXX_HAVE_VSWSCANF 1"
"_GLIBCXX_HAVE_VFWSCANF","#define _GLIBCXX_HAVE_VFWSCANF 1"
"_GLIBCXX_HAVE_UTIME_H","#define _GLIBCXX_HAVE_UTIME_H 1"
"_GLIBCXX_HAVE_USELOCALE","#define _GLIBCXX_HAVE_USELOCALE 1"
"_GLIBCXX_HAVE_UNLINKAT","#define _GLIBCXX_HAVE_UNLINKAT 1"
"_GLIBCXX_HAVE_UNISTD_H","#define _GLIBCXX_HAVE_UNISTD_H 1"
"_GLIBCXX_HAVE_UCHAR_H","#define _GLIBCXX_HAVE_UCHAR_H 1"
"_GLIBCXX_HAVE_TRUNCATE","#define _GLIBCXX_HAVE_TRUNCATE 1"
"_GLIBCXX_HAVE_TLS","#define _GLIBCXX_HAVE_TLS 1"
"_GLIBCXX_HAVE_TIMESPEC_GET","#define _GLIBCXX_HAVE_TIMESPEC_GET 1"
"_GLIBCXX_HAVE_TGMATH_H","#define _GLIBCXX_HAVE_TGMATH_H 1"
"_GLIBCXX_HAVE_TANL","#define _GLIBCXX_HAVE_TANL 1"
"_GLIBCXX_HAVE_TANHL","#define _GLIBCXX_HAVE_TANHL 1"
"_GLIBCXX_HAVE_TANHF","#define _GLIBCXX_HAVE_TANHF 1"
"_GLIBCXX_HAVE_TANF","#define _GLIBCXX_HAVE_TANF 1"
"_GLIBCXX_HAVE_S_ISREG","#define _GLIBCXX_HAVE_S_ISREG 1"
"_GLIBCXX_HAVE_SYS_UIO_H","#define _GLIBCXX_HAVE_SYS_UIO_H 1"
"_GLIBCXX_HAVE_SYS_TYPES_H","#define _GLIBCXX_HAVE_SYS_TYPES_H 1"
"_GLIBCXX_HAVE_SYS_TIME_H","#define _GLIBCXX_HAVE_SYS_TIME_H 1"
"_GLIBCXX_HAVE_SYS_SYSINFO_H","#define _GLIBCXX_HAVE_SYS_SYSINFO_H 1"
"_GLIBCXX_HAVE_SYS_STAT_H","#define _GLIBCXX_HAVE_SYS_STAT_H 1"
"_GLIBCXX_HAVE_SYS_STATVFS_H","#define _GLIBCXX_HAVE_SYS_STATVFS_H 1"
"_GLIBCXX_HAVE_SYS_SOCKET_H","#define _GLIBCXX_HAVE_SYS_SOCKET_H 1"
"_GLIBCXX_HAVE_SYS_SEM_H","#define _GLIBCXX_HAVE_SYS_SEM_H 1"
"_GLIBCXX_HAVE_SYS_SDT_H","#define _GLIBCXX_HAVE_SYS_SDT_H 1"
"_GLIBCXX_HAVE_SYS_RESOURCE_H","#define _GLIBCXX_HAVE_SYS_RESOURCE_H 1"
"_GLIBCXX_HAVE_SYS_PARAM_H","#define _GLIBCXX_HAVE_SYS_PARAM_H 1"
"_GLIBCXX_HAVE_SYS_MMAN_H","#define _GLIBCXX_HAVE_SYS_MMAN_H 1"
"_GLIBCXX_HAVE_SYS_IPC_H","#define _GLIBCXX_HAVE_SYS_IPC_H 1"
"_GLIBCXX_HAVE_SYS_IOCTL_H","#define _GLIBCXX_HAVE_SYS_IOCTL_H 1"
"_GLIBCXX_HAVE_SYMVER_SYMBOL_RENAMING_RUNTIME_SUPPORT","#define _GLIBCXX_HAVE_SYMVER_SYMBOL_RENAMING_RUNTIME_SUPPORT 1"
"_GLIBCXX_HAVE_SYMLINK","#define _GLIBCXX_HAVE_SYMLINK 1"
"_BITS_STDINT_INTN_H","#define _BITS_STDINT_INTN_H 1"
"_GLIBCXX_HAVE_STRXFRM_L","#define _GLIBCXX_HAVE_STRXFRM_L 1"
"_GLIBCXX_HAVE_STRUCT_DIRENT_D_TYPE","#define _GLIBCXX_HAVE_STRUCT_DIRENT_D_TYPE 1"
"_GLIBCXX_HAVE_STRTOLD","#define _GLIBCXX_HAVE_STRTOLD 1"
"_GLIBCXX_HAVE_STRTOF","#define _GLIBCXX_HAVE_STRTOF 1"
"_GLIBCXX_HAVE_STRING_H","#define _GLIBCXX_HAVE_STRING_H 1"
"_GLIBCXX_HAVE_STRINGS_H","#define _GLIBCXX_HAVE_STRINGS_H 1"
"_GLIBCXX_HAVE_STRERROR_R","#define _GLIBCXX_HAVE_STRERROR_R 1"
"_GLIBCXX_HAVE_STRERROR_L","#define _GLIBCXX_HAVE_STRERROR_L 1"
"_GLIBCXX_HAVE_STDLIB_H","#define _GLIBCXX_HAVE_STDLIB_H 1"
"_GLIBCXX_HAVE_STDINT_H","#define _GLIBCXX_HAVE_STDINT_H 1"
"_GLIBCXX_HAVE_STDBOOL_H","#define _GLIBCXX_HAVE_STDBOOL_H 1"
"_GLIBCXX_HAVE_STDALIGN_H","#define _GLIBCXX_HAVE_STDALIGN_H 1"
"_GLIBCXX_HAVE_STACKTRACE","#define _GLIBCXX_HAVE_STACKTRACE 1"
"_GLIBCXX_HAVE_SQRTL","#define _GLIBCXX_HAVE_SQRTL 1"
"_GLIBCXX_HAVE_SQRTF","#define _GLIBCXX_HAVE_SQRTF 1"
"_GLIBCXX_HAVE_SOCKATMARK","#define _GLIBCXX_HAVE_SOCKATMARK 1"
"_GLIBCXX_HAVE_SINL","#define _GLIBCXX_HAVE_SINL 1"
"_GLIBCXX_HAVE_SINHL","#define _GLIBCXX_HAVE_SINHL 1"
"_GLIBCXX_HAVE_SINHF","#define _GLIBCXX_HAVE_SINHF 1"
"_GLIBCXX_HAVE_SINF","#define _GLIBCXX_HAVE_SINF 1"
"_GLIBCXX_HAVE_SINCOSL","#define _GLIBCXX_HAVE_SINCOSL 1"
"_GLIBCXX_HAVE_SINCOSF","#define _GLIBCXX_HAVE_SINCOSF 1"
"_GLIBCXX_HAVE_SINCOS","#define _GLIBCXX_HAVE_SINCOS 1"
"_GLIBCXX_HAVE_SETENV","#define _GLIBCXX_HAVE_SETENV 1"
"_GLIBCXX_HAVE_SECURE_GETENV","#define _GLIBCXX_HAVE_SECURE_GETENV 1"
"_GLIBCXX_HAVE_READLINK","#define _GLIBCXX_HAVE_READLINK 1"
"_GLIBCXX_HAVE_QUICK_EXIT","#define _GLIBCXX_HAVE_QUICK_EXIT 1"
"_GLIBCXX_HAVE_POWL","#define _GLIBCXX_HAVE_POWL 1"
"_GLIBCXX_HAVE_POWF","#define _GLIBCXX_HAVE_POWF 1"
"_GLIBCXX_HAVE_POSIX_SEMAPHORE","#define _GLIBCXX_HAVE_POSIX_SEMAPHORE 1"
"_GLIBCXX_HAVE_POSIX_MEMALIGN","#define _GLIBCXX_HAVE_POSIX_MEMALIGN 1"
"_GLIBCXX_HAVE_POLL_H","#define _GLIBCXX_HAVE_POLL_H 1"
"_GLIBCXX_HAVE_POLL","#define _GLIBCXX_HAVE_POLL 1"
"_GLIBCXX_HAVE_OPENAT","#define _GLIBCXX_HAVE_OPENAT 1"
"_GLIBCXX_HAVE_NETINET_TCP_H","#define _GLIBCXX_HAVE_NETINET_TCP_H 1"
"_GLIBCXX_HAVE_NETINET_IN_H","#define _GLIBCXX_HAVE_NETINET_IN_H 1"
"_GLIBCXX_HAVE_NETDB_H","#define _GLIBCXX_HAVE_NETDB_H 1"
"_GLIBCXX_HAVE_MODFL","#define _GLIBCXX_HAVE_MODFL 1"
"_GLIBCXX_HAVE_MODFF","#define _GLIBCXX_HAVE_MODFF 1"
"_GLIBCXX_HAVE_MODF","#define _GLIBCXX_HAVE_MODF 1"
"_GLIBCXX_HAVE_MEMORY_H","#define _GLIBCXX_HAVE_MEMORY_H 1"
"_GLIBCXX_HAVE_MEMALIGN","#define _GLIBCXX_HAVE_MEMALIGN 1"
"_GLIBCXX_HAVE_MBSTATE_T","#define _GLIBCXX_HAVE_MBSTATE_T 1"
"_GLIBCXX_HAVE_LOGL","#define _GLIBCXX_HAVE_LOGL 1"
"_GLIBCXX_HAVE_LOGF","#define _GLIBCXX_HAVE_LOGF 1"
"_GLIBCXX_HAVE_LOG10L","#define _GLIBCXX_HAVE_LOG10L 1"
"_GLIBCXX_HAVE_LOG10F","#define _GLIBCXX_HAVE_LOG10F 1"
"_GLIBCXX_HAVE_LOCALE_H","#define _GLIBCXX_HAVE_LOCALE_H 1"
"_GLIBCXX_HAVE_LINUX_TYPES_H","#define _GLIBCXX_HAVE_LINUX_TYPES_H 1"
"_GLIBCXX_HAVE_LINUX_RANDOM_H","#define _GLIBCXX_HAVE_LINUX_RANDOM_H 1"
"_GLIBCXX_HAVE_LINUX_FUTEX","#define _GLIBCXX_HAVE_LINUX_FUTEX 1"
"_GLIBCXX_HAVE_LINK_H","#define _GLIBCXX_HAVE_LINK_H 1"
"_GLIBCXX_HAVE_LINK","#define _GLIBCXX_HAVE_LINK 1"
"_GLIBCXX_HAVE_LIMIT_VMEM","#define _GLIBCXX_HAVE_LIMIT_VMEM 0"
"_GLIBCXX_HAVE_LIMIT_RSS","#define _GLIBCXX_HAVE_LIMIT_RSS 1"
"_GLIBCXX_HAVE_LIMIT_FSIZE","#define _GLIBCXX_HAVE_LIMIT_FSIZE 1"
"_GLIBCXX_HAVE_LIMIT_DATA","#define _GLIBCXX_HAVE_LIMIT_DATA 1"
"_GLIBCXX_HAVE_LIMIT_AS","#define _GLIBCXX_HAVE_LIMIT_AS 1"
"_GLIBCXX_HAVE_LIBINTL_H","#define _GLIBCXX_HAVE_LIBINTL_H 1"
"_GLIBCXX_HAVE_LDEXPL","#define _GLIBCXX_HAVE_LDEXPL 1"
"_GLIBCXX_HAVE_LDEXPF","#define _GLIBCXX_HAVE_LDEXPF 1"
"_GLIBCXX_HAVE_LC_MESSAGES","#define _GLIBCXX_HAVE_LC_MESSAGES 1"
"_GLIBCXX_HAVE_ISWBLANK","#define _GLIBCXX_HAVE_ISWBLANK 1"
"_GLIBCXX_HAVE_ISNANL","#define _GLIBCXX_HAVE_ISNANL 1"
"_GLIBCXX_HAVE_ISNANF","#define _GLIBCXX_HAVE_ISNANF 1"
"_GLIBCXX_HAVE_ISINFL","#define _GLIBCXX_HAVE_ISINFL 1"
"_GLIBCXX_HAVE_ISINFF","#define _GLIBCXX_HAVE_ISINFF 1"
"_GLIBCXX_HAVE_INTTYPES_H","#define _GLIBCXX_HAVE_INTTYPES_H 1"
"_GLIBCXX_HAVE_ICONV","#define _GLIBCXX_HAVE_ICONV 1"
"_GLIBCXX_HAVE_HYPOTL","#define _GLIBCXX_HAVE_HYPOTL 1"
"_GLIBCXX_HAVE_HYPOTF","#define _GLIBCXX_HAVE_HYPOTF 1"
"_GLIBCXX_HAVE_HYPOT","#define _GLIBCXX_HAVE_HYPOT 1"
"_GLIBCXX_HAVE_GETIPINFO","#define _GLIBCXX_HAVE_GETIPINFO 1"
"_GLIBCXX_HAVE_GETENTROPY","#define _GLIBCXX_HAVE_GETENTROPY 1"
"_GLIBCXX_HAVE_FREXPL","#define _GLIBCXX_HAVE_FREXPL 1"
"_GLIBCXX_HAVE_FREXPF","#define _GLIBCXX_HAVE_FREXPF 1"
"_GLIBCXX_HAVE_FMODL","#define _GLIBCXX_HAVE_FMODL 1"
"_GLIBCXX_HAVE_FMODF","#define _GLIBCXX_HAVE_FMODF 1"
"_GLIBCXX_HAVE_FLOORL","#define _GLIBCXX_HAVE_FLOORL 1"
"_GLIBCXX_HAVE_FLOORF","#define _GLIBCXX_HAVE_FLOORF 1"
"_GLIBCXX_HAVE_FLOAT_H","#define _GLIBCXX_HAVE_FLOAT_H 1"
"_GLIBCXX_HAVE_FINITEL","#define _GLIBCXX_HAVE_FINITEL 1"
"_GLIBCXX_HAVE_FINITEF","#define _GLIBCXX_HAVE_FINITEF 1"
"_GLIBCXX_HAVE_FINITE","#define _GLIBCXX_HAVE_FINITE 1"
"_GLIBCXX_HAVE_FENV_H","#define _GLIBCXX_HAVE_FENV_H 1"
"_GLIBCXX_HAVE_FDOPENDIR","#define _GLIBCXX_HAVE_FDOPENDIR 1"
"_GLIBCXX_HAVE_FCNTL_H","#define _GLIBCXX_HAVE_FCNTL_H 1"
"_GLIBCXX_HAVE_FABSL","#define _GLIBCXX_HAVE_FABSL 1"
"_GLIBCXX_HAVE_FABSF","#define _GLIBCXX_HAVE_FABSF 1"
"_GLIBCXX_HAVE_EXPL","#define _GLIBCXX_HAVE_EXPL 1"
"_GLIBCXX_HAVE_EXPF","#define _GLIBCXX_HAVE_EXPF 1"
"_GLIBCXX_HAVE_EXECINFO_H","#define _GLIBCXX_HAVE_EXECINFO_H 1"
"_GLIBCXX_HAVE_EXCEPTION_PTR_SINCE_GCC46","#define _GLIBCXX_HAVE_EXCEPTION_PTR_SINCE_GCC46 1"
"_GLIBCXX_HAVE_ENDIAN_H","#define _GLIBCXX_HAVE_ENDIAN_H 1"
"_GLIBCXX_HAVE_DLFCN_H","#define _GLIBCXX_HAVE_DLFCN_H 1"
"__DECL_SIMD_tanf128x","#define __DECL_SIMD_tanf128x "
"__DECL_SIMD_tanf64x","#define __DECL_SIMD_tanf64x "
"__DECL_SIMD_tanf32x","#define __DECL_SIMD_tanf32x "
"__DECL_SIMD_tanf128","#define __DECL_SIMD_tanf128 "
"__DECL_SIMD_tanf64","#define __DECL_SIMD_tanf64 "
"__DECL_SIMD_tanf32","#define __DECL_SIMD_tanf32 "
"__DECL_SIMD_tanf16","#define __DECL_SIMD_tanf16 "
"__DECL_SIMD_tanl","#define __DECL_SIMD_tanl "
"__DECL_SIMD_tanf","#define __DECL_SIMD_tanf "
"__DECL_SIMD_tan","#define __DECL_SIMD_tan "
"__DECL_SIMD_erfcf128x","#define __DECL_SIMD_erfcf128x "
"__DECL_SIMD_erfcf64x","#define __DECL_SIMD_erfcf64x "
"__DECL_SIMD_erfcf32x","#define __DECL_SIMD_erfcf32x "
"__DECL_SIMD_erfcf128","#define __DECL_SIMD_erfcf128 "
"__DECL_SIMD_erfcf64","#define __DECL_SIMD_erfcf64 "
"__DECL_SIMD_erfcf32","#define __DECL_SIMD_erfcf32 "
"__DECL_SIMD_erfcf16","#define __DECL_SIMD_erfcf16 "
"__DECL_SIMD_erfcl","#define __DECL_SIMD_erfcl "
"__DECL_SIMD_erfcf","#define __DECL_SIMD_erfcf "
"__DECL_SIMD_erfc","#define __DECL_SIMD_erfc "
"__DECL_SIMD_asinhf128x","#define __DECL_SIMD_asinhf128x "
"__DECL_SIMD_asinhf64x","#define __DECL_SIMD_asinhf64x "
"__DECL_SIMD_asinhf32x","#define __DECL_SIMD_asinhf32x "
"__DECL_SIMD_asinhf128","#define __DECL_SIMD_asinhf128 "
"__DECL_SIMD_asinhf64","#define __DECL_SIMD_asinhf64 "
"__DECL_SIMD_asinhf32","#define __DECL_SIMD_asinhf32 "
"__DECL_SIMD_asinhf16","#define __DECL_SIMD_asinhf16 "
"__DECL_SIMD_asinhl","#define __DECL_SIMD_asinhl "
"__DECL_SIMD_asinhf","#define __DECL_SIMD_asinhf "
"__DECL_SIMD_asinh","#define __DECL_SIMD_asinh "
"__DECL_SIMD_tanhf128x","#define __DECL_SIMD_tanhf128x "
"__DECL_SIMD_tanhf64x","#define __DECL_SIMD_tanhf64x "
"__DECL_SIMD_tanhf32x","#define __DECL_SIMD_tanhf32x "
"__DECL_SIMD_tanhf128","#define __DECL_SIMD_tanhf128 "
"__DECL_SIMD_tanhf64","#define __DECL_SIMD_tanhf64 "
"__DECL_SIMD_tanhf32","#define __DECL_SIMD_tanhf32 "
"__DECL_SIMD_tanhf16","#define __DECL_SIMD_tanhf16 "
"__DECL_SIMD_tanhl","#define __DECL_SIMD_tanhl "
"__DECL_SIMD_tanhf","#define __DECL_SIMD_tanhf "
"__DECL_SIMD_tanh","#define __DECL_SIMD_tanh "
"__DECL_SIMD_erff128x","#define __DECL_SIMD_erff128x "
"__DECL_SIMD_erff64x","#define __DECL_SIMD_erff64x "
"__DECL_SIMD_erff32x","#define __DECL_SIMD_erff32x "
"__DECL_SIMD_erff128","#define __DECL_SIMD_erff128 "
"__DECL_SIMD_erff64","#define __DECL_SIMD_erff64 "
"__DECL_SIMD_erff32","#define __DECL_SIMD_erff32 "
"__DECL_SIMD_erff16","#define __DECL_SIMD_erff16 "
"__DECL_SIMD_erfl","#define __DECL_SIMD_erfl "
"__DECL_SIMD_erff","#define __DECL_SIMD_erff "
"__DECL_SIMD_erf","#define __DECL_SIMD_erf "
"__DECL_SIMD_acoshf128x","#define __DECL_SIMD_acoshf128x "
"__DECL_SIMD_acoshf64x","#define __DECL_SIMD_acoshf64x "
"__DECL_SIMD_acoshf32x","#define __DECL_SIMD_acoshf32x "
"__DECL_SIMD_acoshf128","#define __DECL_SIMD_acoshf128 "
"__DECL_SIMD_acoshf64","#define __DECL_SIMD_acoshf64 "
"__DECL_SIMD_acoshf32","#define __DECL_SIMD_acoshf32 "
"__DECL_SIMD_acoshf16","#define __DECL_SIMD_acoshf16 "
"__DECL_SIMD_acoshl","#define __DECL_SIMD_acoshl "
"__DECL_SIMD_acoshf","#define __DECL_SIMD_acoshf "
"__DECL_SIMD_acosh","#define __DECL_SIMD_acosh "
"__DECL_SIMD_atanhf128x","#define __DECL_SIMD_atanhf128x "
"__DECL_SIMD_atanhf64x","#define __DECL_SIMD_atanhf64x "
"__DECL_SIMD_atanhf32x","#define __DECL_SIMD_atanhf32x "
"__DECL_SIMD_atanhf128","#define __DECL_SIMD_atanhf128 "
"__DECL_SIMD_atanhf64","#define __DECL_SIMD_atanhf64 "
"__DECL_SIMD_atanhf32","#define __DECL_SIMD_atanhf32 "
"__DECL_SIMD_atanhf16","#define __DECL_SIMD_atanhf16 "
"__DECL_SIMD_atanhl","#define __DECL_SIMD_atanhl "
"__DECL_SIMD_atanhf","#define __DECL_SIMD_atanhf "
"__DECL_SIMD_atanh","#define __DECL_SIMD_atanh "
"__DECL_SIMD_log1pf128x","#define __DECL_SIMD_log1pf128x "
"_GLIBCXX_HAVE_DIRFD","#define _GLIBCXX_HAVE_DIRFD 1"
"_GLIBCXX_HAVE_DIRENT_H","#define _GLIBCXX_HAVE_DIRENT_H 1"
"_GLIBCXX_HAVE_DECL_STRNLEN","#define _GLIBCXX_HAVE_DECL_STRNLEN 1"
"_GLIBCXX_HAVE_COSL","#define _GLIBCXX_HAVE_COSL 1"
"_GLIBCXX_HAVE_COSHL","#define _GLIBCXX_HAVE_COSHL 1"
"_GLIBCXX_HAVE_COSHF","#define _GLIBCXX_HAVE_COSHF 1"
"_GLIBCXX_HAVE_COSF","#define _GLIBCXX_HAVE_COSF 1"
"_GLIBCXX_HAVE_COMPLEX_H","#define _GLIBCXX_HAVE_COMPLEX_H 1"
"_GLIBCXX_HAVE_CEILL","#define _GLIBCXX_HAVE_CEILL 1"
"_GLIBCXX_HAVE_CEILF","#define _GLIBCXX_HAVE_CEILF 1"
"_GLIBCXX_HAVE_AT_QUICK_EXIT","#define _GLIBCXX_HAVE_AT_QUICK_EXIT 1"
"_GLIBCXX_HAVE_ATOMIC_LOCK_POLICY","#define _GLIBCXX_HAVE_ATOMIC_LOCK_POLICY 1"
"_GLIBCXX_HAVE_ATANL","#define _GLIBCXX_HAVE_ATANL 1"
"_GLIBCXX_HAVE_ATANF","#define _GLIBCXX_HAVE_ATANF 1"
"_GLIBCXX_HAVE_ATAN2L","#define _GLIBCXX_HAVE_ATAN2L 1"
"_GLIBCXX_HAVE_ATAN2F","#define _GLIBCXX_HAVE_ATAN2F 1"
"_GLIBCXX_HAVE_AS_SYMVER_DIRECTIVE","#define _GLIBCXX_HAVE_AS_SYMVER_DIRECTIVE 1"
"_GLIBCXX_HAVE_ASINL","#define _GLIBCXX_HAVE_ASINL 1"
"_GLIBCXX_HAVE_ASINF","#define _GLIBCXX_HAVE_ASINF 1"
"_GLIBCXX_HAVE_ARPA_INET_H","#define _GLIBCXX_HAVE_ARPA_INET_H 1"
"_GLIBCXX_HAVE_ARC4RANDOM","#define _GLIBCXX_HAVE_ARC4RANDOM 1"
"_GLIBCXX_HAVE_ALIGNED_ALLOC","#define _GLIBCXX_HAVE_ALIGNED_ALLOC 1"
"_GLIBCXX_HAVE_ACOSL","#define _GLIBCXX_HAVE_ACOSL 1"
"_GLIBCXX_HAVE_ACOSF","#define _GLIBCXX_HAVE_ACOSF 1"
"_GLIBCXX_TIME_BITS64_ABI_TAG","#define _GLIBCXX_TIME_BITS64_ABI_TAG "
"_GLIBCXX_HAS_BUILTIN","#define _GLIBCXX_HAS_BUILTIN(B) __has_builtin(B) || ! __is_identifier(B)"
